usc_sec_02_00000043---b002-,1,2
usc_sec_02_00000043---b003-,0,1
usc_sec_02_00000043---d000-,0,6
usc_sec_02_00000046---a000-,1,0
usc_sec_02_00000046---a003-,0,1
usc_sec_02_00000046---b000-,0,1
usc_sec_02_00000046---c000-,2,4
usc_sec_02_00000046---d002-,0,1
usc_sec_02_00000046---d003-,0,1
usc_sec_02_00000046---d004-,0,1
usc_sec_02_00000046---e000-,0,1
usc_sec_02_00000046---f000-,0,1
usc_sec_02_00000046---g000-,4,8
usc_sec_02_00000046---i000-,0,1
usc_sec_02_00000048----000-,1,0
usc_sec_02_00000050----000-,1,1
usc_sec_02_00000052----000-,2,4
usc_sec_02_00000054----000-,0,1
usc_sec_02_00000055----000-,0,1
usc_sec_02_00000057----000-,1,3
usc_sec_02_00000057---a000-,1,2
usc_sec_02_00000057---b000-,1,0
usc_sec_02_00000058----000-,18,5
usc_sec_02_00000058---a001-,4,2
usc_sec_02_00000058---a002-,0,4
usc_sec_02_00000058---a003-,4,2
usc_sec_02_00000058---b000-,0,1
usc_sec_02_00000058---c000-,1,0
usc_sec_02_00000059----000-,2,0
usc_sec_02_00000059----001-,0,1
usc_sec_02_00000059---e000-,2,4
usc_sec_02_00000059---g000-,0,1
usc_sec_02_00000059---h000-,0,3
usc_sec_02_00000060----000-,0,2
usc_sec_02_00000060----001-,1,0
usc_sec_02_00000060---a001-,3,8
usc_sec_02_00000060---a001a,0,1
usc_sec_02_00000060---a001b,0,1
usc_sec_02_00000060---a002-,0,7
usc_sec_02_00000060---a002a,1,2
usc_sec_02_00000060---c001-,1,0
usc_sec_02_00000060---c002-,0,1
usc_sec_02_00000060---c002a,1,0
usc_sec_02_00000060---c005-,0,10
usc_sec_02_00000060---e000-,2,2
usc_sec_02_00000060---e001a,1,6
usc_sec_02_00000060---e001b,6,1
usc_sec_02_00000060---e001c,1,0
usc_sec_02_00000060---e001d,0,1
usc_sec_02_00000060---e002-,0,3
usc_sec_02_00000060---e002b,1,4
usc_sec_02_00000060---e003-,12,0
usc_sec_02_00000060---f000-,0,2
usc_sec_02_00000060---g000-,2,4
usc_sec_02_00000060---i000-,0,1
usc_sec_02_00000060---j000-,6,4
usc_sec_02_00000060---j001-,0,2
usc_sec_02_00000060---j002-,0,1
usc_sec_02_00000060---j004-,0,1
usc_sec_02_00000060---k000-,0,6
usc_sec_02_00000060---l000-,0,5
usc_sec_02_00000060---m000-,2,4
usc_sec_02_00000060---q000-,3,7
usc_sec_02_00000061----000-,1,0
usc_sec_02_00000061----001-,14,6
usc_sec_02_00000061----001a,0,1
usc_sec_02_00000061----001c,0,1
usc_sec_02_00000061---a009-,0,1
usc_sec_02_00000061---d000-,0,1
usc_sec_02_00000061---d003-,0,1
usc_sec_02_00000061---d004-,1,0
usc_sec_02_00000061---f000-,2,2
usc_sec_02_00000061---f002-,5,5
usc_sec_02_00000061---f008-,0,1
usc_sec_02_00000061---f013-,0,1
usc_sec_02_00000061---g006-,1,0
usc_sec_02_00000061---g007-,0,2
usc_sec_02_00000061---h006-,0,2
usc_sec_02_00000063----000-,1,1
usc_sec_02_00000064----001-,0,1
usc_sec_02_00000064---a000-,1,0
usc_sec_02_00000064---b000-,0,1
usc_sec_02_00000065----000-,0,1
usc_sec_02_00000068----000-,2,0
usc_sec_02_00000068---b000-,0,2
usc_sec_02_00000068---e000-,0,1
usc_sec_02_00000070----000-,3,0
usc_sec_02_00000072---a000-,4,1
usc_sec_02_00000072---a001-,2,5
usc_sec_02_00000072---a001c,0,1
usc_sec_02_00000072---a001d,1,2
usc_sec_02_00000072---a001e,2,1
usc_sec_02_00000072---a004-,0,1
usc_sec_02_00000072---d000-,0,2
usc_sec_02_00000073----000-,3,0
usc_sec_02_00000074---a003-,0,1
usc_sec_02_00000074---a004-,1,0
usc_sec_02_00000074---a005-,0,1
usc_sec_02_00000074---a013-,0,1
usc_sec_02_00000074---b000-,2,0
usc_sec_02_00000074---c000-,0,1
usc_sec_02_00000074---d000-,1,1
usc_sec_02_00000074---d001-,1,1
usc_sec_02_00000074---d002-,0,1
usc_sec_02_00000075----000-,3,1
usc_sec_02_00000075----001-,1,2
usc_sec_02_00000076----000-,6,7
usc_sec_02_00000077----000-,1,0
usc_sec_02_00000077---a000-,1,2
usc_sec_02_00000078----000-,3,0
usc_sec_02_00000079----000-,4,0
usc_sec_02_00000080----000-,1,0
usc_sec_02_00000081----000-,1,0
usc_sec_02_00000081---a000-,3,3
usc_sec_02_00000082----000-,0,1
usc_sec_02_00000084----000-,11,5
usc_sec_02_00000085----000-,12,6
usc_sec_02_00000088---b000-,2,0
usc_sec_02_00000088---b001-,2,0
usc_sec_02_00000088---b002-,2,0
usc_sec_02_00000088---b003-,0,2
usc_sec_02_00000088---b004-,2,2
usc_sec_02_00000088---c000-,0,1
usc_sec_02_00000088---c002-,1,0
usc_sec_02_00000088---c004-,1,2
usc_sec_02_00000089----000-,2,0
usc_sec_02_00000090----000-,4,9
usc_sec_02_00000092---a000-,1,0
usc_sec_02_00000092---b000-,4,1
usc_sec_02_00000092---b001-,3,7
usc_sec_02_00000092---b002-,0,2
usc_sec_02_00000092---b003-,3,2
usc_sec_02_00000092---c000-,2,1
usc_sec_02_00000092---d000-,1,1
usc_sec_02_00000095---b000-,4,0
usc_sec_02_00000095---c000-,0,1
usc_sec_02_00000095---d000-,0,2
usc_sec_02_00000096----000-,6,6
usc_sec_02_00000102----000-,3,3
usc_sec_02_00000102---a000-,1,0
usc_sec_02_00000103----000-,7,0
usc_sec_02_00000104---a000-,3,4
usc_sec_02_00000104---b000-,1,5
usc_sec_02_00000104---d000-,0,1
usc_sec_02_00000105----000-,3,0
usc_sec_02_00000106----000-,4,0
usc_sec_02_00000107----000-,2,0
usc_sec_02_00000108----000-,1,2
usc_sec_02_00000109----000-,1,0
usc_sec_02_00000110----000-,1,0
usc_sec_02_00000111---b000-,1,0
usc_sec_02_00000112----000-,1,2
usc_sec_02_00000112---a000-,8,12
usc_sec_02_00000112---e000-,1,0
usc_sec_02_00000112---h000-,0,1
usc_sec_02_00000113----000-,1,0
usc_sec_02_00000114----000-,1,0
usc_sec_02_00000115----000-,2,0
usc_sec_02_00000116----000-,1,0
usc_sec_02_00000117---b002-,0,1
usc_sec_02_00000117---e000-,0,3
usc_sec_02_00000117---m000-,0,2
usc_sec_02_00000118----000-,2,0
usc_sec_02_00000118---a000-,0,1
usc_sec_02_00000119---a000-,0,1
usc_sec_02_00000121---a000-,1,0
usc_sec_02_00000121---b000-,0,4
usc_sec_02_00000121---b001-,0,2
usc_sec_02_00000121---c000-,0,1
usc_sec_02_00000121---d000-,0,1
usc_sec_02_00000121---g000-,0,2
usc_sec_02_00000122----000-,0,2
usc_sec_02_00000122---a000-,0,1
usc_sec_02_00000122---b000-,14,14
usc_sec_02_00000123----000-,0,1
usc_sec_02_00000123---b000-,1,0
usc_sec_02_00000126----000-,0,1
usc_sec_02_00000128----000-,2,4
usc_sec_02_00000130----000-,0,1
usc_sec_02_00000130----001-,1,0
usc_sec_02_00000130---b000-,0,1
usc_sec_02_00000130---e000-,4,1
usc_sec_02_00000130---f000-,0,1
usc_sec_02_00000130---g000-,0,1
usc_sec_02_00000130---h000-,0,1
usc_sec_02_00000130---i000-,0,2
usc_sec_02_00000130---l000-,0,1
usc_sec_02_00000135---a000-,4,1
usc_sec_02_00000135---a001-,1,0
usc_sec_02_00000135---b000-,1,2
usc_sec_02_00000136---a002-,0,2
usc_sec_02_00000136---c000-,0,1
usc_sec_02_00000141----000-,2,1
usc_sec_02_00000141---a000-,1,1
usc_sec_02_00000141---b000-,0,5
usc_sec_02_00000142----000-,1,0
usc_sec_02_00000142---a000-,0,1
usc_sec_02_00000142---b000-,1,1
usc_sec_02_00000142---d000-,0,1
usc_sec_02_00000142---e000-,0,3
usc_sec_02_00000142---f000-,2,2
usc_sec_02_00000142---g000-,0,1
usc_sec_02_00000142---h000-,0,1
usc_sec_02_00000142---j000-,0,3
usc_sec_02_00000142---l000-,0,2
usc_sec_02_00000143---a000-,0,5
usc_sec_02_00000143---c000-,0,2
usc_sec_02_00000147----000-,0,2
usc_sec_02_00000151----000-,1,0
usc_sec_02_00000152----000-,0,1
usc_sec_02_00000154----000-,1,0
usc_sec_02_00000156----000-,1,0
usc_sec_02_00000157----000-,2,0
usc_sec_02_00000158---a000-,0,2
usc_sec_02_00000160----000-,0,4
usc_sec_02_00000161----000-,1,0
usc_sec_02_00000162----000-,3,2
usc_sec_02_00000162---a000-,0,1
usc_sec_02_00000162---b000-,0,16
usc_sec_02_00000163----000-,1,0
usc_sec_02_00000164----000-,2,0
usc_sec_02_00000164---a000-,0,1
usc_sec_02_00000165----000-,0,1
usc_sec_02_00000166----000-,0,3
usc_sec_02_00000167----000-,6,0
usc_sec_02_00000167---a000-,4,0
usc_sec_02_00000167---e000-,4,0
usc_sec_02_00000167---f000-,2,2
usc_sec_02_00000167---g000-,0,3
usc_sec_02_00000167---h000-,0,4
usc_sec_02_00000167---i000-,0,2
usc_sec_02_00000167---j000-,11,8
usc_sec_02_00000168----000-,2,0
usc_sec_02_00000168---b000-,0,1
usc_sec_02_00000168---d000-,1,2
usc_sec_02_00000170----000-,0,4
usc_sec_02_00000171----000-,2,2
usc_sec_02_00000172----000-,0,2
usc_sec_02_00000175----000-,2,1
usc_sec_02_00000178----000-,16,17
usc_sec_02_00000179----000-,19,20
usc_sec_02_00000179---l000-,12,4
usc_sec_02_00000179---m000-,7,2
usc_sec_02_00000179---n000-,2,2
usc_sec_02_00000179---o000-,0,2
usc_sec_02_00000179---q000-,3,5
usc_sec_02_00000179---r000-,1,3
usc_sec_02_00000179---s000-,0,4
usc_sec_02_00000179---t000-,0,5
usc_sec_02_00000179---u000-,0,4
usc_sec_02_00000179---v000-,0,2
usc_sec_02_00000179---w000-,9,4
usc_sec_02_00000181----000-,2,0
usc_sec_02_00000182---a000-,3,3
usc_sec_02_00000182---b000-,2,0
usc_sec_02_00000182---c000-,0,3
usc_sec_02_00000182---d000-,3,2
usc_sec_02_00000183----000-,0,1
usc_sec_02_00000183---a000-,1,0
usc_sec_02_00000185----000-,0,2
usc_sec_02_00000190---a000-,3,20
usc_sec_02_00000190---b000-,2,6
usc_sec_02_00000190---i000-,3,4
usc_sec_02_00000190---l000-,3,0
usc_sec_02_00000190---m000-,0,3
usc_sec_02_00000192----000-,1,0
usc_sec_02_00000194----000-,2,1
usc_sec_02_00000201----000-,31,28
usc_sec_02_00000241----000-,8,9
usc_sec_02_00000249----000-,3,6
usc_sec_02_00000252----000-,5,3
usc_sec_02_00000261----000-,10,11
usc_sec_02_00000277----000-,0,1
usc_sec_02_00000281---a000-,1,0
usc_sec_02_00000281---b000-,0,1
usc_sec_02_00000282---b000-,0,1
usc_sec_02_00000282---d000-,1,1
usc_sec_02_00000285---e000-,0,1
usc_sec_02_00000286----000-,8,8
usc_sec_02_00000287---c000-,0,1
usc_sec_02_00000288----000-,0,5
usc_sec_02_00000288---b000-,7,4
usc_sec_02_00000288---c000-,4,1
usc_sec_02_00000288---d000-,3,3
usc_sec_02_00000288---e000-,3,1
usc_sec_02_00000288---f000-,1,2
usc_sec_02_00000288---g000-,0,2
usc_sec_02_00000288---j000-,0,5
usc_sec_02_00000288---k000-,0,3
usc_sec_02_00000288---l000-,0,1
usc_sec_02_00000288---m000-,0,1
usc_sec_02_00000293----000-,0,1
usc_sec_02_00000293---a000-,3,6
usc_sec_02_00000294----000-,1,0
usc_sec_02_00000295----000-,0,1
usc_sec_02_00000302----000-,2,0
usc_sec_02_00000303----000-,4,0
usc_sec_02_00000333----000-,1,0
usc_sec_02_00000333---a000-,0,1
usc_sec_02_00000334----000-,1,0
usc_sec_02_00000335----000-,0,1
usc_sec_02_00000351----000-,4,0
usc_sec_02_00000352----000-,3,3
usc_sec_02_00000353----000-,1,4
usc_sec_02_00000356----000-,6,3
usc_sec_02_00000357----000-,6,1
usc_sec_02_00000358----000-,8,3
usc_sec_02_00000359----000-,2,5
usc_sec_02_00000360----000-,0,3
usc_sec_02_00000362----000-,0,7
usc_sec_02_00000363----000-,0,2
usc_sec_02_00000364----000-,0,1
usc_sec_02_00000382----000-,2,1
usc_sec_02_00000383----000-,2,1
usc_sec_02_00000386----000-,1,3
usc_sec_02_00000387----000-,1,1
usc_sec_02_00000388----000-,1,1
usc_sec_02_00000389----000-,1,0
usc_sec_02_00000394----000-,0,1
usc_sec_02_00000396----000-,1,0
usc_sec_02_00000411----000-,8,8
usc_sec_02_00000431----000-,27,14
usc_sec_02_00000432----000-,6,4
usc_sec_02_00000433----000-,1,5
usc_sec_02_00000434----000-,24,19
usc_sec_02_00000435----000-,2,4
usc_sec_02_00000437---a000-,0,1
usc_sec_02_00000437---b000-,0,2
usc_sec_02_00000437---c000-,0,6
usc_sec_02_00000437---d000-,1,3
usc_sec_02_00000437---f000-,1,1
usc_sec_02_00000437---g000-,4,15
usc_sec_02_00000438----000-,5,2
usc_sec_02_00000439---a000-,0,2
usc_sec_02_00000439---c000-,0,1
usc_sec_02_00000440----000-,0,1
usc_sec_02_00000441----000-,0,1
usc_sec_02_00000441---a000-,11,9
usc_sec_02_00000441---a001-,2,1
usc_sec_02_00000441---b000-,11,14
usc_sec_02_00000441---c000-,1,3
usc_sec_02_00000441---d000-,2,1
usc_sec_02_00000441---e000-,2,4
usc_sec_02_00000441---f000-,6,0
usc_sec_02_00000441---g000-,2,0
usc_sec_02_00000441---h000-,2,0
usc_sec_02_00000441---i000-,6,7
usc_sec_02_00000441---j000-,1,0
usc_sec_02_00000442----000-,0,1
usc_sec_02_00000452----000-,0,1
usc_sec_02_00000457----000-,0,1
usc_sec_02_00000471----000-,1,0
usc_sec_02_00000472----000-,1,2
usc_sec_02_00000474----000-,0,2
usc_sec_02_00000475----000-,0,3
usc_sec_02_00000476----000-,0,4
usc_sec_02_00000501----000-,3,11
usc_sec_02_00000502----000-,1,11
usc_sec_02_00000601----000-,3,2
usc_sec_02_00000602----000-,0,2
usc_sec_02_00000603----000-,0,3
usc_sec_02_00000605----000-,0,1
usc_sec_02_00000610----000-,0,1
usc_sec_02_00000611----000-,0,1
usc_sec_02_00000621----000-,1,0
usc_sec_02_00000622----000-,4,3
usc_sec_02_00000631----000-,5,0
usc_sec_02_00000632----000-,11,18
usc_sec_02_00000633----000-,15,9
usc_sec_02_00000634----000-,2,1
usc_sec_02_00000635----000-,5,1
usc_sec_02_00000636----000-,2,7
usc_sec_02_00000637----000-,1,0
usc_sec_02_00000639----000-,0,1
usc_sec_02_00000641----000-,11,9
usc_sec_02_00000642----000-,4,5
usc_sec_02_00000643----000-,0,2
usc_sec_02_00000644----000-,0,6
usc_sec_02_00000645----000-,0,8
usc_sec_02_00000651----000-,11,5
usc_sec_02_00000655----000-,2,4
usc_sec_02_00000658----000-,5,6
usc_sec_02_00000658---a000-,0,3
usc_sec_02_00000658---b000-,1,3
usc_sec_02_00000658---c000-,3,4
usc_sec_02_00000658---d000-,8,3
usc_sec_02_00000658---e000-,0,3
usc_sec_02_00000658---g000-,1,0
usc_sec_02_00000661----000-,24,0
usc_sec_02_00000661---a000-,74,1
usc_sec_02_00000661---c000-,9,0
usc_sec_02_00000661---d000-,1,7
usc_sec_02_00000665----000-,16,15
usc_sec_02_00000681----000-,2,0
usc_sec_02_00000682----000-,5,9
usc_sec_02_00000683----000-,17,0
usc_sec_02_00000684----000-,13,1
usc_sec_02_00000685----000-,0,16
usc_sec_02_00000686----000-,0,12
usc_sec_02_00000687----000-,1,0
usc_sec_02_00000688----000-,7,0
usc_sec_02_00000801----000-,0,1
usc_sec_02_00000802----000-,1,0
usc_sec_02_00000803----000-,0,1
usc_sec_02_00000804----000-,0,2
usc_sec_02_00000806----000-,2,1
usc_sec_02_00000807----000-,1,1
usc_sec_02_00000808----000-,1,0
usc_sec_02_00000900----000-,11,7
usc_sec_02_00000901----000-,33,13
usc_sec_02_00000902----000-,22,6
usc_sec_02_00000903----000-,13,25
usc_sec_02_00000904----000-,33,12
usc_sec_02_00000905----000-,5,9
usc_sec_02_00000906----000-,10,49
usc_sec_02_00000907----000-,7,4
usc_sec_02_00000907---a000-,1,11
usc_sec_02_00000907---b000-,0,5
usc_sec_02_00000907---c000-,0,16
usc_sec_02_00000907---d000-,2,9
usc_sec_02_00000922----000-,0,9
usc_sec_02_00001001----000-,4,5
usc_sec_02_00001102----000-,0,3
usc_sec_02_00001103----000-,2,0
usc_sec_02_00001104----000-,1,0
usc_sec_02_00001105----000-,5,3
usc_sec_02_00001106----000-,1,1
usc_sec_02_00001107----000-,0,1
usc_sec_02_00001108----000-,3,6
usc_sec_02_00001110----000-,2,0
usc_sec_02_00001151----000-,0,7
usc_sec_02_00001201----000-,1,0
usc_sec_02_00001203----000-,21,17
usc_sec_02_00001219----000-,3,1
usc_sec_02_00001223----000-,2,4
usc_sec_02_00001301----000-,6,0
usc_sec_02_00001302----000-,5,9
usc_sec_02_00001311----000-,12,16
usc_sec_02_00001312----000-,3,5
usc_sec_02_00001313----000-,1,10
usc_sec_02_00001314----000-,1,7
usc_sec_02_00001315----000-,1,6
usc_sec_02_00001316----000-,2,11
usc_sec_02_00001316---a000-,0,9
usc_sec_02_00001317----000-,1,0
usc_sec_02_00001331----000-,7,15
usc_sec_02_00001341----000-,7,17
usc_sec_02_00001351----000-,4,29
usc_sec_02_00001361----000-,1,15
usc_sec_02_00001371----000-,6,18
usc_sec_02_00001381----000-,3,2
usc_sec_02_00001382----000-,0,6
usc_sec_02_00001383----000-,0,2
usc_sec_02_00001384----000-,14,4
usc_sec_02_00001385----000-,0,2
usc_sec_02_00001401----000-,2,8
usc_sec_02_00001402----000-,9,0
usc_sec_02_00001403----000-,8,3
usc_sec_02_00001404----000-,3,2
usc_sec_02_00001405----000-,20,5
usc_sec_02_00001406----000-,19,1
usc_sec_02_00001407----000-,11,15
usc_sec_02_00001408----000-,10,6
usc_sec_02_00001409----000-,1,5
usc_sec_02_00001410----000-,0,3
usc_sec_02_00001411----000-,0,6
usc_sec_02_00001413----000-,0,5
usc_sec_02_00001414----000-,1,4
usc_sec_02_00001415----000-,1,3
usc_sec_02_00001416----000-,0,7
usc_sec_02_00001431----000-,0,2
usc_sec_02_00001432----000-,0,1
usc_sec_02_00001434----000-,0,9
usc_sec_02_00001435----000-,0,28
usc_sec_02_00001502----000-,1,2
usc_sec_02_00001503----000-,0,3
usc_sec_02_00001511----000-,0,2
usc_sec_02_00001512----000-,0,1
usc_sec_02_00001514----000-,1,0
usc_sec_02_00001515----000-,0,3
usc_sec_02_00001532----000-,8,1
usc_sec_02_00001533----000-,5,0
usc_sec_02_00001534----000-,1,0
usc_sec_02_00001535----000-,0,1
usc_sec_02_00001536----000-,0,1
usc_sec_02_00001551----000-,1,0
usc_sec_02_00001552----000-,1,0
usc_sec_02_00001553----000-,0,1
usc_sec_02_00001555----000-,1,1
usc_sec_02_00001556----000-,0,2
usc_sec_02_00001571----000-,0,11
usc_sec_02_00001601----000-,3,0
usc_sec_02_00001602----000-,5,16
usc_sec_02_00001603----000-,19,2
usc_sec_02_00001604----000-,9,7
usc_sec_02_00001605----000-,0,3
usc_sec_02_00001609----000-,0,3
usc_sec_02_00001610----000-,0,15
usc_sec_02_00001611----000-,0,1
usc_sec_02_00001613----000-,0,4
usc_sec_02_00001614----000-,0,4
usc_sec_02_00001702----000-,1,0
usc_sec_02_00001703----000-,0,1
usc_sec_02_00001721----000-,0,1
usc_sec_02_00001722----000-,1,0
usc_sec_02_00001723----000-,0,2
usc_sec_02_00001725----000-,0,1
usc_sec_02_00001741----000-,0,2
usc_sec_02_00001742----000-,0,1
usc_sec_02_00001804----000-,1,0
usc_sec_02_00001805----000-,0,1
usc_sec_02_00001806----000-,1,0
usc_sec_02_00001807----000-,1,0
usc_sec_02_00001808----000-,0,2
usc_sec_02_00001816---a000-,0,1
usc_sec_02_00001818----000-,2,0
usc_sec_02_00001819----000-,0,8
usc_sec_02_00001821----000-,0,1
usc_sec_02_00001831----000-,5,0
usc_sec_02_00001841----000-,7,0
usc_sec_02_00001842----000-,3,1
usc_sec_02_00001843----000-,0,2
usc_sec_02_00001844----000-,0,5
usc_sec_02_00001845----000-,0,4
usc_sec_02_00001846----000-,3,5
usc_sec_02_00001847----000-,1,0
usc_sec_02_00001848----000-,0,2
usc_sec_02_00001849----000-,1,0
usc_sec_02_00001863----000-,0,1
usc_sec_02_00001864----000-,0,1
usc_sec_02_00001869----000-,1,0
usc_sec_02_00001907----000-,0,1
usc_sec_02_00001909----000-,0,5
usc_sec_02_00001922----000-,6,0
usc_sec_02_00001923----000-,0,1
usc_sec_02_00001926----000-,0,1
usc_sec_02_00001927----000-,0,1
usc_sec_02_00001941----000-,0,2
usc_sec_02_00001952----000-,2,1
usc_sec_02_00001953----000-,0,4
usc_sec_02_00001954----000-,1,2
usc_sec_02_00001961----000-,6,8
usc_sec_02_00001964----000-,1,1
usc_sec_02_00001965----000-,1,0
usc_sec_02_00001966----000-,7,1
usc_sec_02_00001967----000-,6,1
usc_sec_02_00001968----000-,0,2
usc_sec_02_00001969----000-,7,0
usc_sec_02_00001970----000-,0,18
usc_sec_02_00001971----000-,1,0
usc_sec_02_00001972----000-,0,1
usc_sec_02_00001977----000-,0,6
usc_sec_02_00001981----000-,5,0
usc_sec_02_00002001----000-,1,0
usc_sec_02_00002002----000-,0,1
usc_sec_02_00002004----000-,3,2
usc_sec_02_00002009----000-,0,2
usc_sec_02_00002010----000-,0,3
usc_sec_02_00002011----000-,3,0
usc_sec_02_00002021----000-,0,10
usc_sec_02_00002022----000-,0,1
usc_sec_02_00002023----000-,1,0
usc_sec_02_00002024----000-,1,0
usc_sec_02_00002042----000-,6,1
usc_sec_02_00002043----000-,0,2
usc_sec_02_00002044----000-,1,4
usc_sec_02_00002045----000-,1,0
usc_sec_02_00002046----000-,0,1
usc_sec_02_00002047----000-,5,2
usc_sec_02_00002048----000-,1,0
usc_sec_02_00002049----000-,0,3
usc_sec_02_00002050----000-,0,1
usc_sec_02_00002051----000-,0,22
usc_sec_02_00002061----000-,2,0
usc_sec_02_00002063----000-,0,4
usc_sec_02_00002064----000-,0,14
usc_sec_02_00002065----000-,0,1
usc_sec_02_00002081----000-,4,0
usc_sec_02_00002082----000-,5,4
usc_sec_02_00002083----000-,1,5
usc_sec_02_00002102----000-,0,1
usc_sec_02_00002105----000-,1,0
usc_sec_02_00002107----000-,2,1
usc_sec_02_00002108----000-,1,1
usc_sec_02_00002121----000-,2,4
usc_sec_02_00002122----000-,2,1
usc_sec_02_00002131----000-,4,0
usc_sec_02_00002131---a000-,0,2
usc_sec_02_00002132----000-,1,3
usc_sec_02_00002134----000-,1,0
usc_sec_02_00002146----000-,0,1
usc_sec_02_00002161----000-,0,11
usc_sec_02_00002163----000-,1,0
usc_sec_02_00002164----000-,0,1
usc_sec_02_00002166----000-,2,1
usc_sec_02_00002168----000-,1,0
usc_sec_02_00002183----000-,1,0
usc_sec_02_00002201----000-,0,1
usc_sec_02_00002212----000-,0,1
usc_sec_02_00002213----000-,1,4
usc_sec_02_00002214----000-,0,2
usc_sec_02_00002215----000-,2,2
usc_sec_02_00002216----000-,1,2
usc_sec_02_00002231----000-,3,0
usc_sec_02_00002232----000-,0,3
usc_sec_02_00002233----000-,2,1
usc_sec_02_00002241----000-,3,4
usc_sec_02_00002242----000-,2,0
usc_sec_02_00002251----000-,3,1
usc_sec_02_00002252----000-,0,8
usc_sec_02_00002261----000-,0,1
usc_sec_02_00002271----000-,1,0
usc_sec_02_00002272----000-,0,1
usc_sec_02_00002273----000-,1,5
usc_sec_02_00002281----000-,32,0
usc_sec_03_00000005----000-,2,0
usc_sec_03_00000006----000-,2,1
usc_sec_03_00000007----000-,2,0
usc_sec_03_00000008----000-,1,0
usc_sec_03_00000009----000-,1,0
usc_sec_03_00000011----000-,1,0
usc_sec_03_00000012----000-,0,2
usc_sec_03_00000013----000-,1,0
usc_sec_03_00000014----000-,0,1
usc_sec_03_00000015----000-,0,3
usc_sec_03_00000101----000-,1,0
usc_sec_03_00000102----000-,6,1
usc_sec_03_00000103----000-,1,0
usc_sec_03_00000104----000-,13,2
usc_sec_03_00000105----000-,8,11
usc_sec_03_00000106----000-,9,8
usc_sec_03_00000107----000-,4,12
usc_sec_03_00000108----000-,0,2
usc_sec_03_00000112----000-,2,0
usc_sec_03_00000113----000-,0,4
usc_sec_03_00000114----000-,1,2
usc_sec_03_00000115----000-,0,7
usc_sec_03_00000201----000-,1,1
usc_sec_03_00000202----000-,6,4
usc_sec_03_00000206----000-,4,5
usc_sec_03_00000301----000-,3,0
usc_sec_03_00000303----000-,1,0
usc_sec_03_00000401----000-,1,7
usc_sec_03_00000402----000-,0,1
usc_sec_03_00000411----000-,12,6
usc_sec_03_00000412----000-,3,0
usc_sec_03_00000413----000-,3,2
usc_sec_03_00000414----000-,1,0
usc_sec_03_00000415----000-,1,0
usc_sec_03_00000416----000-,4,10
usc_sec_03_00000417----000-,3,0
usc_sec_03_00000421----000-,3,6
usc_sec_03_00000425----000-,1,2
usc_sec_03_00000431----000-,2,2
usc_sec_03_00000435----000-,0,7
usc_sec_03_00000451----000-,0,4
usc_sec_03_00000452----000-,5,1
usc_sec_03_00000453----000-,6,2
usc_sec_03_00000454----000-,3,9
usc_sec_03_00000455----000-,0,1
usc_sec_03_00000456----000-,0,2
usc_sec_03_00000471----000-,15,12
usc_sec_04_00000001----000-,1,0
usc_sec_04_00000002----000-,1,0
usc_sec_04_00000005----000-,0,2
usc_sec_04_00000007----000-,2,2
usc_sec_04_00000010----000-,4,0
usc_sec_04_00000042----000-,0,1
